policy,obs_frac,t_target,query_target_N,n_configs,spearman_rho,kendall_tau,spearman_p,kendall_p
bracket_nearest,0.2,0.3,287183360,35,0.9627450980392158,0.8352941176470589,2.5804131945682158e-20,1.6878033296848271e-12
bracket_nearest,0.2,0.4,77124608,24,0.9182608695652172,0.7681159420289855,2.5599769328673164e-10,2.4326513594552694e-09
bracket_nearest,0.2,0.4,134561280,27,0.9676434676434676,0.8632478632478634,1.8225531491286034e-16,1.4085091086256661e-14
bracket_nearest,0.2,0.4,287183360,35,0.9532212885154063,0.8050420168067227,1.0283841976123538e-18,1.0282904660516836e-11
bracket_nearest,0.2,0.5,77124608,24,0.9026086956521738,0.7536231884057971,1.6324184374509252e-09,6.301907449478841e-09
bracket_nearest,0.2,0.5,134561280,27,0.9645909645909645,0.8461538461538463,5.532456527410167e-16,1.0199007870930147e-13
bracket_nearest,0.2,0.5,287183360,35,0.93109243697479,0.7714285714285715,5.196004297515445e-16,7.103414675348589e-11
bracket_nearest,0.2,0.6,77124608,24,0.9243478260869564,0.782608695652174,1.1248113620991151e-10,8.895809693173601e-10
bracket_nearest,0.2,0.6,134561280,27,0.9548229548229549,0.8119658119658121,1.1027462346338171e-14,3.3288427604530016e-12
bracket_nearest,0.2,0.6,287183360,35,0.9050420168067228,0.734453781512605,8.466781682088357e-14,5.434125892159657e-10
bracket_nearest,0.2,0.7,77124608,24,0.9286956521739129,0.7681159420289855,5.987639321147553e-11,2.4326513594552694e-09
bracket_nearest,0.2,0.7,134561280,27,0.9407814407814408,0.794871794871795,3.0095685557184116e-13,1.5660728353731353e-11
bracket_nearest,0.2,0.7,287183360,35,0.8778711484593837,0.6873949579831933,4.368455245480546e-12,6.3078066415107675e-09
bracket_nearest,0.2,0.8,77124608,24,0.9286956521739129,0.7681159420289855,5.987639321147553e-11,2.4326513594552694e-09
bracket_nearest,0.2,0.8,134561280,27,0.9249084249084248,0.7549857549857552,5.368658589332937e-12,3.8984522955425615e-10
bracket_nearest,0.2,0.8,287183360,35,0.8644257703081233,0.6638655462184874,2.2053443257003004e-11,2.0283503167073148e-08
bracket_nearest,0.2,0.9,77124608,24,0.9391304347826085,0.7971014492753623,1.1034610116370757e-11,3.0647335684338345e-10
bracket_nearest,0.2,0.9,134561280,27,0.9261294261294261,0.7663817663817665,4.403385167784111e-12,1.6375435059719837e-10
bracket_nearest,0.2,0.9,287183360,35,0.8641456582633054,0.6705882352941177,2.276776439488818e-11,1.4585321461342364e-08
bracket_nearest,0.2,1.0,77124608,24,0.9469565217391304,0.8188405797101449,2.519266865368467e-12,5.4621594722448636e-11
bracket_nearest,0.2,1.0,134561280,27,0.9194139194139194,0.7663817663817665,1.2591481825532524e-11,1.6375435059719837e-10
bracket_nearest,0.2,1.0,287183360,35,0.8641456582633054,0.6705882352941177,2.276776439488818e-11,1.4585321461342364e-08
bracket_nearest,0.5,0.6,77124608,24,0.9556521739130434,0.8478260869565217,3.66096510178676e-13,4.1409614708213e-12
bracket_nearest,0.5,0.6,134561280,27,0.9603174603174602,0.8347578347578348,2.2461542439515337e-15,3.475527285878393e-13
bracket_nearest,0.5,0.6,287183360,35,0.8845938375350141,0.707563025210084,1.807732943817251e-12,2.2478334102851786e-09
bracket_nearest,0.5,0.7,77124608,24,0.9452173913043478,0.8260869565217391,3.563267590026003e-12,2.960503200513917e-11
bracket_nearest,0.5,0.7,134561280,27,0.9511599511599511,0.8005698005698006,2.8645564825242167e-14,9.465582296064829e-12
bracket_nearest,0.5,0.7,287183360,35,0.8610644257703082,0.6571428571428571,3.2181959685003664e-11,2.811941346133956e-08
bracket_nearest,0.5,0.8,77124608,24,0.9443478260869566,0.8333333333333333,4.219969370901299e-12,1.5717331021738638e-11
bracket_nearest,0.5,0.8,134561280,27,0.9334554334554335,0.7663817663817665,1.242433885243441e-12,1.6375435059719837e-10
bracket_nearest,0.5,0.8,287183360,35,0.838655462184874,0.6134453781512604,3.183594523097525e-10,2.17733716217019e-07
bracket_nearest,0.5,0.9,77124608,24,0.9417391304347826,0.8260869565217391,6.899695739958272e-12,2.960503200513917e-11
bracket_nearest,0.5,0.9,134561280,27,0.9316239316239315,0.7720797720797723,1.7270486661174537e-12,1.0459974760283339e-10
bracket_nearest,0.5,0.9,287183360,35,0.853501400560224,0.6235294117647059,7.274607689807156e-11,1.3736987876568928e-07
bracket_nearest,0.5,1.0,77124608,24,0.9330434782608694,0.7971014492753623,3.059281968376082e-11,3.0647335684338345e-10
bracket_nearest,0.5,1.0,134561280,27,0.9163614163614163,0.7606837606837609,1.970564629543484e-11,2.538603029779096e-10
