tokens,flops,Train Loss,Validation Loss,tkpm,base_N,target_N,shrink,max_lr,n_embd,n_head,method,shrinking,post_hoc_df,g_width,g_N
3034185728,2.449703491904471e+18,1.8461403846740723,1.8942404985427856,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3035496448,2.4507617248700006e+18,2.0213422775268555,1.8933970928192139,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3036807168,2.45181995783553e+18,1.7078831195831299,1.8940740823745728,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3038117888,2.45287819080106e+18,1.8145488500595093,1.893751621246338,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3039428608,2.4539364237665894e+18,1.8459587097167969,1.8932442665100098,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3040739328,2.454994656732119e+18,1.6336584091186523,1.8934922218322754,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3042050048,2.4560528896976486e+18,1.8086988925933838,1.8930535316467285,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3043360768,2.457111122663178e+18,1.985375165939331,1.8930095434188843,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3044671488,2.458169355628708e+18,1.7359503507614136,1.8930201530456543,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3045982208,2.4592275885942374e+18,1.8083678483963013,1.8931678533554077,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3047292928,2.460285821559767e+18,1.7256028652191162,1.892895221710205,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3048603648,2.4613440545252966e+18,1.9134188890457153,1.8926796913146973,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3049914368,2.462402287490826e+18,1.8119381666183472,1.8931876420974731,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3051225088,2.463460520456356e+18,1.6871497631072998,1.8928351402282715,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3052535808,2.4645187534218854e+18,2.135470151901245,1.8928825855255127,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3053846528,2.465576986387415e+18,2.029203176498413,1.8939664363861084,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3055157248,2.4666352193529446e+18,1.784260630607605,1.8939900398254395,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3056467968,2.467693452318474e+18,1.7464120388031006,1.8936562538146973,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3057778688,2.468751685284004e+18,1.973814606666565,1.8933340311050415,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3059089408,2.4698099182495334e+18,1.8245291709899902,1.8937968015670776,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3060400128,2.470868151215063e+18,1.6736366748809814,1.8942033052444458,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3061710848,2.4719263841805926e+18,1.8102753162384033,1.894871473312378,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3063021568,2.472984617146122e+18,1.960422396659851,1.8940963745117188,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3064332288,2.474042850111652e+18,1.7037434577941895,1.8936090469360352,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3065643008,2.4751010830771814e+18,1.6586353778839111,1.8929061889648438,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3066953728,2.476159316042711e+18,1.79010009765625,1.8931519985198975,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3068264448,2.4772175490082406e+18,1.7814733982086182,1.892026424407959,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3069575168,2.47827578197377e+18,1.938737392425537,1.8923254013061523,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3070885888,2.4793340149393e+18,1.8324366807937622,1.8911019563674927,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3072196608,2.4803922479048294e+18,1.8502626419067383,1.8908475637435913,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3073507328,2.481450480870359e+18,1.6833019256591797,1.891106367111206,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3074818048,2.4825087138358886e+18,1.6158483028411865,1.8916465044021606,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3076128768,2.483566946801418e+18,1.762995719909668,1.8931100368499756,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3077439488,2.484625179766948e+18,1.6934340000152588,1.8921754360198975,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3078750208,2.4856834127324774e+18,1.7406054735183716,1.8911330699920654,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3080060928,2.486741645698007e+18,1.786196231842041,1.8917049169540405,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3081371648,2.4877998786635366e+18,1.8613659143447876,1.8918468952178955,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3082682368,2.488858111629066e+18,1.7304961681365967,1.8922256231307983,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3083993088,2.489916344594596e+18,1.737184762954712,1.8919570446014404,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3085303808,2.4909745775601254e+18,1.74595046043396,1.8919565677642822,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3086614528,2.492032810525655e+18,1.8833613395690918,1.8913586139678955,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3087925248,2.4930910434911846e+18,1.6387231349945068,1.8924983739852905,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3089235968,2.494149276456714e+18,1.7462835311889648,1.8926591873168945,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3090546688,2.495207509422244e+18,1.7858394384384155,1.8918237686157227,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3091857408,2.4962657423877734e+18,1.9089570045471191,1.8916409015655518,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3093168128,2.497323975353303e+18,1.7874969244003296,1.8914592266082764,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3094478848,2.4983822083188326e+18,1.931650161743164,1.8915915489196777,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3095789568,2.499440441284362e+18,1.748586654663086,1.892277479171753,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3097100288,2.500498674249892e+18,1.7369279861450195,1.8925871849060059,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3098411008,2.5015569072154214e+18,1.7984193563461304,1.8921477794647217,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3099721728,2.502615140180951e+18,1.7451608180999756,1.8913013935089111,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3101032448,2.5036733731464806e+18,1.707221508026123,1.8916866779327393,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3102343168,2.50473160611201e+18,1.875321865081787,1.8906340599060059,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3103653888,2.50578983907754e+18,1.7970292568206787,1.8905144929885864,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3104964608,2.5068480720430694e+18,1.8859527111053467,1.891099452972412,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3106275328,2.507906305008599e+18,1.802355408668518,1.8916071653366089,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3107586048,2.5089645379741286e+18,1.8982625007629395,1.890265941619873,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3108896768,2.510022770939658e+18,1.8398797512054443,1.8908900022506714,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3110207488,2.511081003905188e+18,1.7626615762710571,1.8908908367156982,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3111518208,2.5121392368707174e+18,1.777112364768982,1.8912907838821411,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3112828928,2.513197469836247e+18,1.6462931632995605,1.891390323638916,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3114139648,2.5142557028017766e+18,1.7666152715682983,1.8903160095214844,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3115450368,2.515313935767306e+18,1.6818498373031616,1.8908895254135132,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3116761088,2.516372168732836e+18,1.7143566608428955,1.8912713527679443,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3118071808,2.5174304016983654e+18,1.8451180458068848,1.8922984600067139,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3119382528,2.518488634663895e+18,1.8713128566741943,1.8919707536697388,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3120693248,2.5195468676294246e+18,1.955074667930603,1.8911049365997314,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3122003968,2.520605100594954e+18,2.0673599243164062,1.8912814855575562,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3123314688,2.521663333560484e+18,2.062225341796875,1.891507863998413,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3124625408,2.5227215665260134e+18,1.7990012168884277,1.8914412260055542,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3125936128,2.523779799491543e+18,1.820898175239563,1.890293836593628,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3127246848,2.5248380324570726e+18,1.6920287609100342,1.890277624130249,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3128557568,2.525896265422602e+18,1.6097972393035889,1.8906490802764893,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3129868288,2.526954498388132e+18,1.9566466808319092,1.8909180164337158,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3131179008,2.5280127313536614e+18,1.7972943782806396,1.8901917934417725,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3132489728,2.529070964319191e+18,1.6824190616607666,1.8904987573623657,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3133800448,2.5301291972847206e+18,1.8765031099319458,1.890028715133667,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3135111168,2.53118743025025e+18,1.9054239988327026,1.8908073902130127,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3136421888,2.53224566321578e+18,1.7877326011657715,1.8916338682174683,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3137732608,2.5333038961813094e+18,1.676233172416687,1.8915640115737915,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3139043328,2.534362129146839e+18,1.8945133686065674,1.8905894756317139,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3140354048,2.5354203621123686e+18,1.7884577512741089,1.8909558057785034,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3141664768,2.536478595077898e+18,1.8954813480377197,1.8911497592926025,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3142975488,2.537536828043428e+18,1.9239795207977295,1.8908568620681763,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3144286208,2.5385950610089574e+18,1.6293509006500244,1.89119553565979,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3145596928,2.539653293974487e+18,1.621204137802124,1.889854907989502,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3146907648,2.5407115269400166e+18,2.12855863571167,1.8901093006134033,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3148218368,2.541769759905546e+18,1.6787981986999512,1.8907767534255981,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
3149529088,2.542827992871076e+18,1.7665488719940186,1.8906545639038086,30.0,32270848,134561280,1.0,0.005,768,12,paws,1.0,/work/dlclarge1/mallik-warmstarting/warmstarting_exps/results/shrinking_laws/s2-s4/30tkpm/shrinking=1.0/seed=666/post_hoc_analysis.parquet,3.0,4.169747259198147
